Algo2: (32.10860760000001, 34.8047626, 0.0)
Algo2: (32.10860760000001, 34.8047626, 0.0)
Algo2: (32.10883410000001, 34.8052631, 0.11905664200000005)
Algo2: (32.10887584, 34.80518218666666, 0.06402534250000001)
Algo2: (32.1088403, 34.805227800000004, 0.10739553)
Algo2: (32.108844700000006, 34.80526959999999, 0.07396343349999998)
Algo2: (32.10883410000001, 34.8052631, 0.11905664200000005)
Algo2: (32.10883940000001, 34.80527829999999, 0.07884509120000002)
Algo2: (32.10883439999999, 34.805286200000005, 0.0706739128)
Algo2: (32.1088297, 34.805295199999996, 0.0729752854)
Algo2: (32.1088297, 34.805295199999996, 0.0729752854)
Algo2: (32.10882579999999, 34.805304400000004, 0.0785246938)
Algo2: (32.10881990000001, 34.805314, 0.09997297080000003)
Algo2: (32.1088155, 34.80532319999999, 0.10102044000000004)
Algo2: (32.10881110000001, 34.8053324, 0.09618646650000001)
Algo2: (32.10881110000001, 34.8053324, 0.09618646650000001)
Algo2: (32.1088067, 34.805340699999995, 0.0949688032)
Algo2: (32.10875909999999, 34.8054325, 0.12347404699999999)
Algo2: (32.10875909999999, 34.8054325, 0.12347404699999999)
Algo2: (32.10874999999999, 34.80544870000001, 0.11205099499999997)
Algo2: (32.10874999999999, 34.80544870000001, 0.11205099499999997)
Algo2: (32.108740000000004, 34.805468000000005, 0.10347584600000002)
Algo2: (32.108740000000004, 34.805468000000005, 0.10347584600000002)
Algo2: (32.108878, 34.805192299999995, 0.12089258399999997)
Algo2: (32.1087367, 34.80547539999999, 0.10400971799999997)
Algo2: (32.108721, 34.80547919999999, 0.0934270248)
Algo2: (32.108878, 34.805192299999995, 0.12089258399999997)
Algo2: (32.10872640000001, 34.80549439999999, 0.0815963373)
Algo2: (32.108878, 34.805192299999995, 0.12089258399999997)
Algo2: (32.10871220000001, 34.8054952, 0.118476979)
Algo2: (32.108878, 34.805192299999995, 0.12089258399999997)
Algo2: (32.108878, 34.805192299999995, 0.12089258399999997)
Algo2: (32.10871905999999, 34.80550143333334, 0.10281910000000002)
Algo2: (32.1087255, 34.80547059999999, 0.08852171900000003)
Algo2: (32.108878, 34.805192299999995, 0.12089258399999997)
Algo2: (32.1087298, 34.80546170000001, 0.0802039951)
Algo2: (32.10872640000001, 34.80549439999999, 0.0815963373)
Algo2: (32.108739899999996, 34.805443200000006, 0.066679731)
Algo2: (32.108744800000004, 34.805433699999995, 0.06278989460000003)
Algo2: (32.1087298, 34.80546170000001, 0.0802039951)
Algo2: (32.10874999999999, 34.80544870000001, 0.11205099499999997)
Algo2: (32.1087533, 34.805416400000006, 0.05894039569999999)
Algo2: (32.108758099999996, 34.80540680000001, 0.06371515240000002)
Algo2: (32.1087536, 34.80544020000001, 0.09175705910000002)
Algo2: (32.10876359999999, 34.805397799999994, 0.06410993639999998)
Algo2: (32.10875909999999, 34.8054325, 0.12347404699999999)
Algo2: (32.1087736, 34.805380099999994, 0.09518422190000002)
Algo2: (32.1087779, 34.805370999999994, 0.0807357281)
Algo2: (32.108878, 34.805192299999995, 0.12089258399999997)
Algo2: (32.1087822, 34.8053617, 0.07912193240000001)
Algo2: (32.10878639999999, 34.805353399999994, 0.07590539009999998)
Algo2: (32.1087925, 34.805343199999996, 0.0818185285)
Algo2: (32.1087925, 34.805343199999996, 0.0818185285)
Algo2: (32.10879740000001, 34.80533430000001, 0.0726764575)
Algo2: (32.1088006, 34.8053253, 0.0714421421)
Algo2: (32.1088052, 34.80531610000001, 0.0731746629)
Algo2: (32.1088052, 34.80531610000001, 0.0731746629)
Algo2: (32.108810899999995, 34.80530629999999, 0.07344572250000002)
