Algo2: (32.108814699999996, 34.805298199999996, 0.0755800083)
Algo2: (32.108814699999996, 34.805298199999996, 0.0755800083)
Algo2: (32.10881990000001, 34.805288799999985, 0.07779397819999997)
Algo2: (32.10882449999998, 34.805280199999984, 0.0770338923)
Algo2: (32.1088289, 34.80527080000001, 0.0693195686)
Algo2: (32.1088289, 34.80527080000001, 0.0693195686)
Algo2: (32.10883410000001, 34.80526179999999, 0.06807094069999998)
Algo2: (32.10883410000001, 34.8052631, 0.11905664200000005)
Algo2: (32.108878, 34.805192299999995, 0.12089258399999997)
Algo2: (32.10883410000001, 34.8052631, 0.11905664200000005)
Algo2: (32.10883410000001, 34.8052631, 0.11905664200000005)
Algo2: (32.10883410000001, 34.8052631, 0.11905664200000005)
Algo2: (32.10871459999999, 34.80500589999998, 0.2805221379999999)
Algo2: (32.108661440000006, 34.804962759999995, 0.16240898766666667)
Algo2: (32.10866909999999, 34.8049684, 0.24093228600000002)
Algo2: (32.10866909999999, 34.8049684, 0.24093228600000002)
Algo2: (32.1086767, 34.804973799999985, 0.28233093000000004)
Algo2: (32.10868440000001, 34.804979800000005, 0.27449575099999995)
Algo2: (32.1086922, 34.80498519999999, 0.26242891000000007)
Algo2: (32.10869939999999, 34.8049904, 0.24850092799999993)
Algo2: (32.10860760000001, 34.8047626, 0.0)
Algo2: (32.108707499999994, 34.8049959, 0.23872765899999993)
Algo2: (32.108715299999986, 34.805001399999995, 0.22277285199999994)
Algo2: (32.108723100000006, 34.80500719999999, 0.22314862899999988)
Algo2: (32.1087303, 34.805012700000006, 0.22617068899999995)
Algo2: (32.10874590000002, 34.80502360000001, 0.217035219)
Algo2: (32.10874590000002, 34.80502360000001, 0.217035219)
Algo2: (32.108769, 34.805040500000004, 0.21950331300000003)
Algo2: (32.1087536, 34.805029, 0.18648721299999996)
Algo2: (32.10876080000001, 34.8050346, 0.20122109400000007)
Algo2: (32.108769, 34.805040500000004, 0.21950331300000003)
Algo2: (32.108776299999995, 34.805045599999985, 0.19944888400000002)
Algo2: (32.10879950000002, 34.80506259999999, 0.179990858)
Algo2: (32.1087842, 34.80505140000001, 0.20337179300000005)
Algo2: (32.10879160000001, 34.805056799999996, 0.20864263200000008)
Algo2: (32.10879950000002, 34.80506259999999, 0.179990858)
Algo2: (32.1088148, 34.80507380000001, 0.18090157199999995)
Algo2: (32.1088148, 34.80507380000001, 0.18090157199999995)
Algo2: (32.1088148, 34.80507380000001, 0.18090157199999995)
Algo2: (32.108822700000005, 34.8050796, 0.180461749)
Algo2: (32.10883030000001, 34.80508450000001, 0.15995049499999997)
Algo2: (32.108838199999994, 34.805090100000015, 0.17624723899999997)
Algo2: (32.1088459, 34.805095699999995, 0.16245511199999998)
Algo2: (32.1088537, 34.80510170000001, 0.13479983799999998)
Algo2: (32.1088537, 34.80510170000001, 0.13479983799999998)
Algo2: (32.10886119999999, 34.8051072, 0.10671728099999997)
Algo2: (32.1088689, 34.8051125, 0.07694365830000002)
Algo2: (32.108877, 34.80511810000001, 0.08117944750000003)
Algo2: (32.108877, 34.80511810000001, 0.08117944750000003)
Algo2: (32.108884100000004, 34.80512320000001, 0.0860935077)
Algo2: (32.10889170000001, 34.80512850000001, 0.0824169144)
Algo2: (32.10889120000001, 34.805128399999994, 0.12160677500000004)
Algo2: (32.10889120000001, 34.805128399999994, 0.12160677500000004)
Algo2: (32.10871250000001, 34.8050058, 0.248781353)
Algo2: (32.108822700000005, 34.8050796, 0.180461749)
Algo2: (32.10886670000001, 34.80510900000001, 0.10308659799999999)
Algo2: (32.10888815333333, 34.805117113333345, 0.11760566166666665)
Algo2: (32.10886219999999, 34.80520760000001, 0.0831238329)
Algo2: (32.1088891, 34.8051163, 0.11464870699999997)
Algo2: (32.10890419999999, 34.80512529999999, 0.16832898600000007)
Algo2: (32.1089124, 34.80513259999999, 0.211754188)
Algo2: (32.1089124, 34.80513259999999, 0.211754188)
Algo2: (32.10889409999999, 34.805168900000005, 0.08497717229999997)
Algo2: (32.108890500000015, 34.8051764, 0.08405620600000001)
Algo2: (32.108890500000015, 34.8051764, 0.08405620600000001)
Algo2: (32.1088846, 34.80518510000001, 0.081210196)
Algo2: (32.10887989999999, 34.80519379999999, 0.08128346500000003)
Algo2: (32.108874899999996, 34.8052037, 0.0778620392)
Algo2: (32.10886649999999, 34.8052207, 0.06998353449999997)
Algo2: (32.10886649999999, 34.8052207, 0.06998353449999997)
Algo2: (32.1088618, 34.80523010000001, 0.07735455780000003)
Algo2: (32.1088567, 34.8052171, 0.09491979329999997)
Algo2: (32.10883639999999, 34.805238200000005, 0.591410339)
Algo2: (32.108864199999985, 34.80524509999999, 0.10430955900000004)
Algo2: (32.10885150000001, 34.805249399999994, 0.21527762699999997)
Algo2: (32.10886649999999, 34.8052207, 0.06998353449999997)
Algo2: (32.1088436, 34.8052444, 0.7329837680000002)
Algo2: (32.10885958, 34.805246933333336, 0.130790457)
Algo2: (32.108878, 34.805192299999995, 0.12089258399999997)
Algo2: (32.10882529999999, 34.805217799999994, 0.09857776759999999)
Algo2: (32.10882529999999, 34.805217799999994, 0.09857776759999999)
Algo2: (32.10882959999999, 34.80520979999999, 0.0940458998)
Algo2: (32.108835600000006, 34.80520109999999, 0.105515912)
Algo2: (32.108878, 34.805192299999995, 0.12089258399999997)
Algo2: (32.108841200000015, 34.80520539999999, 0.11025055499999997)
Algo2: (32.10882529999999, 34.805217799999994, 0.09857776759999999)
Algo2: (32.1088403, 34.805227800000004, 0.10739553)
Algo2: (32.10885752666667, 34.805235113333325, 0.11232055826666662)
Algo2: (32.1088484, 34.805232999999994, 0.125181854)
Algo2: (32.10885150000001, 34.805249399999994, 0.21527762699999997)
Algo2: (32.1088567, 34.8052171, 0.09491979329999997)
Algo2: (32.1088666, 34.80519850000001, 0.06915042549999997)
Algo2: (32.10884182666667, 34.80522941333333, 0.10892157766666669)
Algo2: (32.1088666, 34.80519850000001, 0.06915042549999997)
Algo2: (32.10887129999999, 34.805189999999996, 0.06618434939999998)
Algo2: (32.10887609999999, 34.8051817, 0.06402534250000001)
Algo2: (32.10887609999999, 34.8051817, 0.06402534250000001)
Algo2: (32.1088765, 34.805180599999986, 0.06402534250000001)
Algo2: (32.1088803, 34.8051721, 0.0676560476)
Algo2: (32.1088484, 34.805232999999994, 0.125181854)
Algo2: (32.10889409999999, 34.805168900000005, 0.08497717229999997)
Algo2: (32.10888520000002, 34.805163699999994, 0.06376492980000001)
Algo2: (32.1088959, 34.80514419999999, 0.158748299)
Algo2: (32.1088967, 34.805145499999995, 2.2612228399999994)
Algo2: (32.1088967, 34.805145499999995, 2.2612228399999994)
Algo2: (32.1088967, 34.805145499999995, 2.2612228399999994)
Algo2: (32.1088967, 34.805145499999995, 2.2612228399999994)
Algo2: (32.1088967, 34.805145499999995, 2.2612228399999994)
