34:13:e8:30:0e:26	1467025106798769	64	0	0	0	0	587	0	0	SUCCESS	3806460446
a4:34:d9:49:84:50	1467025106817497	65	0	0	0	0	989	0	0	SUCCESS	3806479174
34:13:e8:30:0e:da	1467025106833484	66	0	0	0	0	913	0	0	SUCCESS	3806495161
34:13:e8:30:15:ba	1467025106851012	68	0	0	0	0	1834	0	0	SUCCESS	3806512689
34:13:e8:30:14:e8	1467025106865736	65	0	0	0	0	619	0	0	SUCCESS	3806527413
34:13:e8:30:0e:26	1467025107184571	62	0	0	0	0	587	0	0	SUCCESS	3806846242
a4:34:d9:49:84:50	1467025107202450	64	0	0	0	0	933	0	0	SUCCESS	3806864121
34:13:e8:30:0e:da	1467025107234922	64	0	0	0	0	906	0	0	SUCCESS	3806896593
34:13:e8:30:15:ba	1467025107252689	69	0	0	0	0	1843	0	0	SUCCESS	3806914360
34:13:e8:30:14:e8	1467025107271249	64	0	0	0	0	597	0	0	SUCCESS	3806932920
34:13:e8:30:0e:26	1467025107720384	63	0	0	0	0	600	0	0	SUCCESS	3807382125
a4:34:d9:49:84:50	1467025107753397	70	0	0	0	0	765	0	0	SUCCESS	3807415138
34:13:e8:30:0e:da	1467025107770771	66	0	0	0	0	907	0	0	SUCCESS	3807432512
34:13:e8:30:15:ba	1467025107802761	67	0	0	0	0	1789	0	0	SUCCESS	3807464502
34:13:e8:30:14:e8	1467025107820130	66	0	0	0	0	633	0	0	SUCCESS	3807481871
34:13:e8:30:0e:26	1467025108136270	65	0	0	0	0	628	0	0	SUCCESS	3807798048
a4:34:d9:49:84:50	1467025108152773	68	0	0	0	0	908	0	0	SUCCESS	3807814551
34:13:e8:30:0e:da	1467025108168105	67	0	0	0	0	897	0	0	SUCCESS	3807829882
34:13:e8:30:15:ba	1467025108187247	67	0	0	0	0	1799	0	0	SUCCESS	3807849025
34:13:e8:30:14:e8	1467025108331511	61	0	0	0	0	645	0	0	SUCCESS	3807993288
34:13:e8:30:0e:26	1467025108647037	63	0	0	0	0	609	0	0	SUCCESS	3808308848
a4:34:d9:49:84:50	1467025108683260	68	0	0	0	0	1028	0	0	SUCCESS	3808345071
34:13:e8:30:0e:da	1467025108700560	70	0	0	0	0	943	0	0	SUCCESS	3808362371
34:13:e8:30:15:ba	1467025108718416	66	0	0	0	0	1790	0	0	SUCCESS	3808380227
34:13:e8:30:14:e8	1467025108733548	58	0	0	0	0	642	0	0	SUCCESS	3808395359
34:13:e8:30:0e:26	1467025109046526	62	0	0	0	0	469	0	0	SUCCESS	3808708347
a4:34:d9:49:84:50	1467025109062162	68	0	0	0	0	880	0	0	SUCCESS	3808723983
34:13:e8:30:0e:da	1467025109077400	65	0	0	0	0	993	0	0	SUCCESS	3808739221
34:13:e8:30:15:ba	1467025109095676	66	0	0	0	0	1752	0	0	SUCCESS	3808757497
34:13:e8:30:14:e8	1467025109114452	65	0	0	0	0	657	0	0	SUCCESS	3808776273
34:13:e8:30:0e:26	1467025109426939	66	0	0	0	0	542	0	0	SUCCESS	3809088796
a4:34:d9:49:84:50	1467025109563567	71	0	0	0	0	954	0	0	SUCCESS	3809225423
34:13:e8:30:0e:da	1467025109581236	61	0	0	0	0	907	0	0	SUCCESS	3809243093
34:13:e8:30:15:ba	1467025109599053	66	0	0	0	0	1778	0	0	SUCCESS	3809260910
34:13:e8:30:14:e8	1467025109614908	61	0	0	0	0	606	0	0	SUCCESS	3809276764
34:13:e8:30:0e:26	1467025109930065	60	0	0	0	0	491	0	0	SUCCESS	3809591954
a4:34:d9:49:84:50	1467025109946739	66	0	0	0	0	941	0	0	SUCCESS	3809608629
34:13:e8:30:0e:da	1467025109962152	62	0	0	0	0	893	0	0	SUCCESS	3809624041
34:13:e8:30:15:ba	1467025109980116	66	0	0	0	0	1755	0	0	SUCCESS	3809642006
34:13:e8:30:14:e8	1467025109999200	65	0	0	0	0	588	0	0	SUCCESS	3809661090
34:13:e8:30:0e:26	1467025110314717	64	0	0	0	0	573	0	0	SUCCESS	3809976636
a4:34:d9:49:84:50	1467025110331762	70	0	0	0	0	872	0	0	SUCCESS	3809993681
34:13:e8:30:0e:da	1467025110347140	62	0	0	0	0	889	0	0	SUCCESS	3810009059
34:13:e8:30:15:ba	1467025110485540	67	0	0	0	0	1756	0	0	SUCCESS	3810147459
34:13:e8:30:14:e8	1467025110503391	66	0	0	0	0	641	0	0	SUCCESS	3810165310
34:13:e8:30:0e:26	1467025110817673	63	0	0	0	0	535	0	0	SUCCESS	3810479625
a4:34:d9:49:84:50	1467025110835905	67	0	0	0	0	925	0	0	SUCCESS	3810497857
34:13:e8:30:0e:da	1467025110851365	62	0	0	0	0	868	0	0	SUCCESS	3810513317
34:13:e8:30:15:ba	1467025110868831	66	0	0	0	0	1800	0	0	SUCCESS	3810530783
34:13:e8:30:14:e8	1467025110883928	63	0	0	0	0	-5482	0	0	SUCCESS	3810545880
34:13:e8:30:0e:26	1467025111196504	67	0	0	0	0	507	0	0	SUCCESS	3810858484
a4:34:d9:49:84:50	1467025111214271	64	0	0	0	0	890	0	0	SUCCESS	3810876251
34:13:e8:30:0e:da	1467025111231883	61	0	0	0	0	830	0	0	SUCCESS	3810893863
34:13:e8:30:15:ba	1467025111263873	67	0	0	0	0	1810	0	0	SUCCESS	3810925852
34:13:e8:30:14:e8	1467025111403549	63	0	0	0	0	671	0	0	SUCCESS	3811065529
34:13:e8:30:0e:26	1467025111718810	61	0	0	0	0	520	0	0	SUCCESS	3811380822
a4:34:d9:49:84:50	1467025111738506	68	0	0	0	0	830	0	0	SUCCESS	3811400518
34:13:e8:30:0e:da	1467025111756177	65	0	0	0	0	786	0	0	SUCCESS	3811418189
34:13:e8:30:15:ba	1467025111774021	66	0	0	0	0	1734	0	0	SUCCESS	3811436033
34:13:e8:30:14:e8	1467025111789150	62	0	0	0	0	564	0	0	SUCCESS	3811451162
34:13:e8:30:0e:26	1467025112093794	61	0	0	0	0	608	0	0	SUCCESS	3811755816
a4:34:d9:49:84:50	1467025112109442	71	0	0	0	0	886	0	0	SUCCESS	3811771463
34:13:e8:30:0e:da	1467025112124824	64	0	0	0	0	787	0	0	SUCCESS	3811786846
34:13:e8:30:15:ba	1467025112160913	66	0	0	0	0	1727	0	0	SUCCESS	3811822934
34:13:e8:30:14:e8	1467025112328281	63	0	0	0	0	634	0	0	SUCCESS	3811990303
34:13:e8:30:0e:26	1467025112641176	60	0	0	0	0	612	0	0	SUCCESS	3812303208
a4:34:d9:49:84:50	1467025112658291	63	0	0	0	0	824	0	0	SUCCESS	3812320323
34:13:e8:30:0e:da	1467025112673824	65	0	0	0	0	884	0	0	SUCCESS	3812335856
34:13:e8:30:15:ba	1467025112692392	67	0	0	0	0	1749	0	0	SUCCESS	3812354424
34:13:e8:30:14:e8	1467025112710794	65	0	0	0	0	624	0	0	SUCCESS	3812372826
34:13:e8:30:0e:26	1467025113017995	61	0	0	0	0	543	0	0	SUCCESS	3812680056
a4:34:d9:49:84:50	1467025113035124	67	0	0	0	0	847	0	0	SUCCESS	3812697184
34:13:e8:30:0e:da	1467025113050515	66	0	0	0	0	1094	0	0	SUCCESS	3812712576
34:13:e8:30:15:ba	1467025113068377	66	0	0	0	0	1633	0	0	SUCCESS	3812730438
34:13:e8:30:14:e8	1467025113083467	63	0	0	0	0	623	0	0	SUCCESS	3812745528
34:13:e8:30:0e:26	1467025113398389	58	0	0	0	0	574	0	0	SUCCESS	3813060471
a4:34:d9:49:84:50	1467025113416720	64	0	0	0	0	829	0	0	SUCCESS	3813078802
34:13:e8:30:0e:da	1467025113554000	63	0	0	0	0	784	0	0	SUCCESS	3813216082
34:13:e8:30:15:ba	1467025113623174	65	0	0	0	0	1701	0	0	SUCCESS	3813285256
34:13:e8:30:14:e8	1467025113640525	63	0	0	0	0	674	0	0	SUCCESS	3813302607
34:13:e8:30:0e:26	1467025113951902	63	0	0	0	0	645	0	0	SUCCESS	3813614007
a4:34:d9:49:84:50	1467025113969029	65	0	0	0	0	869	0	0	SUCCESS	3813631135
34:13:e8:30:0e:da	1467025113986394	65	0	0	0	0	890	0	0	SUCCESS	3813648500
34:13:e8:30:15:ba	1467025114002793	68	0	0	0	0	1660	0	0	SUCCESS	3813664899
34:13:e8:30:14:e8	1467025114021868	59	0	0	0	0	472	0	0	SUCCESS	3813683974
34:13:e8:30:0e:26	1467025114337466	60	0	0	0	0	585	0	0	SUCCESS	3813999573
a4:34:d9:49:84:50	1467025114479000	64	0	0	0	0	837	0	0	SUCCESS	3814141108
34:13:e8:30:0e:da	1467025114496750	61	0	0	0	0	809	0	0	SUCCESS	3814158858
34:13:e8:30:15:ba	1467025114514258	67	0	0	0	0	1644	0	0	SUCCESS	3814176366
34:13:e8:30:14:e8	1467025114529455	62	0	0	0	0	608	0	0	SUCCESS	3814191563
34:13:e8:30:0e:26	1467025114838906	56	0	0	0	0	543	0	0	SUCCESS	3814501060
a4:34:d9:49:84:50	1467025114854382	69	0	0	0	0	676	0	0	SUCCESS	3814516535
34:13:e8:30:0e:da	1467025114873227	62	0	0	0	0	762	0	0	SUCCESS	3814535381
34:13:e8:30:15:ba	1467025114891094	65	0	0	0	0	1594	0	0	SUCCESS	3814553248
34:13:e8:30:14:e8	1467025114907250	57	0	0	0	0	687	0	0	SUCCESS	3814569403
34:13:e8:30:0e:26	1467025115237736	57	0	0	0	0	632	0	0	SUCCESS	3814899913
a4:34:d9:49:84:50	1467025115255244	65	0	0	0	0	805	0	0	SUCCESS	3814917421
34:13:e8:30:0e:da	1467025115400521	64	0	0	0	0	730	0	0	SUCCESS	3815062698
34:13:e8:30:15:ba	1467025115437863	65	0	0	0	0	1584	0	0	SUCCESS	3815100040
34:13:e8:30:14:e8	1467025115455045	60	0	0	0	0	587	0	0	SUCCESS	3815117222
34:13:e8:30:0e:26	1467025115764549	59	0	0	0	0	535	0	0	SUCCESS	3815426749
a4:34:d9:49:84:50	1467025115783515	67	0	0	0	0	691	0	0	SUCCESS	3815445715
34:13:e8:30:0e:da	1467025115798947	64	0	0	0	0	749	0	0	SUCCESS	3815461147
34:13:e8:30:15:ba	1467025115816795	65	0	0	0	0	1473	0	0	SUCCESS	3815478995
34:13:e8:30:14:e8	1467025115831891	58	0	0	0	0	448	0	0	SUCCESS	3815494090
34:13:e8:30:0e:26	1467025116167545	61	0	0	0	0	640	0	0	SUCCESS	3815829779
a4:34:d9:49:84:50	1467025116184912	66	0	0	0	0	605	0	0	SUCCESS	3815847146
